window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
36,4979,3056,1,0,1,5,0.6,1,0,0,0,0,0,0,0,3,1.9766,0.0109,2,52.7,1,0.0,0.0,0.0,0,0,35,24,59,0.0,0,0,0,0
37,4979,3137,1,0,1,5,1.1429,2,0,0,0,0,0,0,0,3,1.9839,0.0073,2,53.8,2,0.0,0.0,0.0,0,0,39,28,67,0.0,0,0,0,0
38,4979,3162,3,0,3,5,1.125,1,0,0,0,0,0,0,0,3,1.9489,-0.0349,2,52.7,2,0.0,0.0,0.0,0,0,34,21,55,0.0,0,0,0,0
39,4979,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9634,0.0144,2,52.2,2,0.0,0.0,0.0,0,0,36,27,63,0.0,0,0,0,0
40,4978,3044,1,0,1,4,0.5,1,0,0,0,0,0,0,0,1,1.9735,0.0101,1,50.5,2,0.0,0.0,0.0,0,0,36,27,63,0.0,0,0,0,0
41,4977,3072,2,0,2,5,1.125,1,0,0,0,0,0,0,0,3,1.9885,0.015,1,52.4,2,0.0,0.0,0.0,0,0,40,29,69,0.0,0,0,0,0
42,4977,3139,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,3,1.9747,-0.0137,2,54.2,2,0.0,0.0,0.0,0,0,41,30,71,0.0,0,0,0,0
43,4977,3139,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.9941,0.0194,2,56.0,2,0.0,0.0,0.0,0,0,42,32,74,0.0,0,1,0,0
44,4977,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9871,-0.007,2,56.0,2,0.0,0.0,0.0,0,0,38,33,71,0.0,0,0,0,0
45,4976,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0129,1,55.6,2,0.0,0.0,0.0,0,0,29,32,61,0.0,0,0,0,0
46,4975,2965,2,0,2,5,0.8,2,0,0,0,0,0,0,0,1,1.9904,-0.0096,1,52.6,2,0.0,0.0,0.0,0,0,29,32,61,0.0,0,0,0,0
47,4975,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9053,-0.085,1,55.6,2,0.0,0.0,0.0,0,0,27,32,59,0.0,0,0,0,0
48,4971,3093,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.8346,-0.0708,1,55.4,2,0.0,0.0,0.0,0,0,18,26,44,0.0,0,1,0,0
49,4969,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.732,-0.1026,1,54.1,2,0.0,0.0,0.0,0,0,11,16,27,0.0,0,0,0,0
50,4967,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6823,-0.0497,1,51.0,2,0.0,0.0,0.0,0,0,11,16,27,0.0,0,0,0,0
51,4967,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7099,0.0276,1,46.9,2,0.0,0.0,0.0,0,0,7,14,21,0.0,0,0,0,0
52,4967,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7773,0.0674,1,46.8,2,0.0,0.0,0.0,0,0,4,9,13,0.0,0,0,0,0
53,4965,2991,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,3,1.9127,0.1354,1,47.5,2,0.0,0.0,0.0,0,0,4,9,13,0.0,0,0,0,0
54,4965,3126,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.889,-0.0237,1,47.1,2,0.0,0.0,0.0,0,0,6,10,16,0.0,0,0,0,0
55,4964,3050,2,0,2,4,1.5,1,0,0,0,0,0,0,0,1,1.8342,-0.0548,2,48.7,2,0.0,0.0,0.0,0,0,11,14,25,0.0,0,1,0,0
56,4963,3035,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.757,-0.0772,2,45.7,2,0.0,0.0,0.0,0,0,14,14,28,0.0,0,1,0,0
57,4961,3003,1,0,1,3,0.2857,1,0,0,0,0,0,0,0,3,1.778,0.021,2,47.9,1,0.0,0.0,0.0,0,0,14,8,22,0.0,0,0,0,0
58,4958,3128,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.8481,0.0701,2,47.4,1,0.0,0.0,0.0,0,0,18,11,29,0.0,0,0,0,0
59,4958,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7723,-0.0759,2,48.2,1,0.0,0.0,0.0,0,0,22,12,34,0.0,0,0,0,0
60,4957,3115,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.7895,0.0172,1,47.6,1,0.0,0.0,0.0,0,0,22,12,34,0.0,0,0,0,0
61,4956,3043,3,0,3,5,1.28,1,0,0,0,0,0,0,0,1,1.8611,0.0716,1,47.7,1,0.0,0.0,0.0,0,0,24,18,42,0.0,0,0,0,0
62,4956,3102,2,0,2,3,0.6667,1,0,0,0,0,0,0,0,3,1.9017,0.0406,2,47.9,1,0.0,0.0,0.0,0,0,28,24,52,0.0,0,0,0,0
63,4956,3052,1,0,1,5,0.24,1,0,0,0,0,0,0,0,3,1.9373,0.0356,2,48.2,1,0.0,0.0,0.0,0,0,33,26,59,0.0,0,0,0,0
64,4955,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9794,0.0421,2,48.0,1,0.0,0.0,0.0,0,0,33,26,59,0.0,0,0,0,0
65,4954,2970,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.9621,-0.0172,1,46.9,1,0.0,0.0,0.0,0,0,28,22,50,0.0,0,0,0,0
66,4949,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9853,0.0231,1,47.6,1,0.0,0.0,0.0,0,0,25,26,51,0.0,0,0,0,0
67,4948,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9966,0.0113,1,48.0,1,0.0,0.0,0.0,0,0,22,26,48,0.0,0,0,0,0
68,4947,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9337,-0.063,1,48.3,1,0.0,0.0,0.0,0,0,18,23,41,0.0,0,0,0,0
69,4947,3076,4,0,4,5,1.0,2,0,0,0,0,0,0,0,1,1.9291,-0.0046,1,48.0,2,0.0,0.0,0.0,0,0,14,20,34,0.0,0,0,0,0
70,4946,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9532,0.0241,1,46.7,2,0.0,0.0,0.0,0,0,23,31,54,0.0,0,0,0,0
71,4946,3072,2,0,2,5,0.32,2,0,0,0,0,0,0,0,1,1.977,0.0238,1,47.3,2,0.0,0.0,0.0,0,0,21,25,46,0.0,0,0,0,0
72,4945,3040,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.9597,-0.0173,1,47.6,2,0.0,0.0,0.0,0,0,30,26,56,0.0,0,0,0,0
73,4945,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9641,0.0043,2,48.1,2,0.0,0.0,0.0,0,0,35,37,72,0.0,0,0,0,0
74,4945,2995,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.981,0.0169,1,47.7,2,0.0,0.0,0.0,0,0,32,35,67,0.0,0,1,0,0
75,4945,3073,2,0,2,5,1.6,2,0,0,0,0,0,0,0,1,1.9586,-0.0224,1,46.4,2,0.0,0.0,0.1667,0,0,36,38,74,0.0,0,1,0,0
76,4944,3026,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.8998,-0.0588,2,47.4,2,0.0,0.0,0.1538,0,0,39,41,80,0.0,0,0,0,0
77,4944,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9046,0.0048,2,47.8,2,0.0,0.0,0.1538,0,0,42,50,92,0.0,0,0,0,0
78,4944,3041,2,0,2,5,1.125,2,0,0,0,0,0,0,0,3,1.7773,-0.1273,1,47.1,2,0.0,0.0,0.1538,0,0,42,50,92,0.0,0,0,0,0
79,4941,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.745,-0.0322,1,47.6,2,0.0,0.0,0.1538,0,0,46,56,102,0.0,0,0,0,0
80,4940,2963,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.8909,0.1459,1,47.7,2,0.0,0.0,0.1818,0,0,37,45,82,0.0,0,0,0,0
81,4937,3002,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9251,0.0342,1,47.6,2,0.0,0.0,0.1667,0,0,41,49,90,0.0,0,0,0,0
82,4935,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.0112,2,47.7,2,0.0,0.0,0.2,0,0,30,43,73,0.0,0,0,0,0
83,4934,3020,2,0,2,4,0.8,2,0,0,0,0,0,0,0,3,1.9406,0.0044,1,47.9,2,0.0,0.0,0.2222,0,0,25,35,60,0.0,0,0,0,0
84,4934,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9211,-0.0196,1,47.9,2,0.0,0.0,0.2222,0,0,29,40,69,0.0,0,0,0,0
85,4931,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9337,0.0126,1,47.9,2,0.0,0.0,0.2222,0,0,29,40,69,0.0,0,0,0,0
86,4930,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.958,0.0244,1,47.3,2,0.0,0.0,0.0,0,0,24,35,59,0.0,0,0,0,0
87,4930,3104,1,0,1,5,0.5333,2,0,0,0,0,0,0,0,3,1.9698,0.0118,1,46.4,2,0.0,0.0,0.0,0,0,21,26,47,0.0,0,0,0,0
88,4930,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,0.0201,1,46.2,2,0.0,0.0,0.0,0,0,25,28,53,0.0,0,0,0,0
89,4930,3124,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9628,-0.0272,1,48.1,2,0.0,0.0,0.0,0,0,14,14,28,0.0,0,0,0,0
90,4929,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9409,-0.0219,1,45.5,2,0.0,0.0,0.0,0,0,17,18,35,0.0,0,0,0,0
91,4929,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9373,-0.0036,1,48.1,2,0.0,0.0,0.0,0,0,13,14,27,0.0,0,0,0,0
92,4929,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.957,0.0197,1,46.6,2,0.0,0.0,0.0,0,0,13,14,27,0.0,0,0,0,0
93,4929,3025,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.9212,-0.0359,1,48.6,2,0.0,0.0,0.0,0,0,13,14,27,0.0,0,0,0,0
94,4929,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.916,-0.0051,1,47.2,2,0.0,0.0,0.0,0,0,7,9,16,0.0,0,0,0,0
95,4929,3077,1,0,1,5,0.75,1,0,0,0,0,0,0,0,0,1.9612,0.0452,1,46.1,2,0.0,0.0,0.0,0,0,7,9,16,0.0,0,0,0,0
96,4929,3042,1,0,1,3,1.3333,2,0,0,0,0,0,0,0,3,1.9575,-0.0037,1,47.7,2,0.0,0.0,0.0,0,0,11,13,24,0.0,0,0,0,0
97,4928,3005,1,0,1,5,0.2286,1,0,0,0,0,0,0,0,3,1.9926,0.0351,2,46.3,2,0.0,0.0,0.0,0,0,12,14,26,0.0,0,0,0,0
98,4928,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8937,-0.099,2,47.8,2,0.0,0.0,0.0,0,0,12,13,25,0.0,0,0,0,0
99,4928,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9329,0.0393,1,46.8,2,0.0,0.0,0.0,0,0,12,13,25,0.0,0,0,0,0
100,4928,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9539,0.021,1,47.1,2,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
101,4927,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8908,-0.0631,1,47.3,2,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
102,4927,3009,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9153,0.0245,1,47.1,2,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
103,4927,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9,-0.0153,1,48.8,2,0.0,0.0,0.0,0,0,12,13,25,0.0,0,0,0,0
104,4927,3086,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.9413,0.0413,1,47.8,2,0.0,0.0,0.0,0,0,12,12,24,0.0,0,0,0,0
105,4926,2972,1,0,1,5,0.3,1,0,0,0,0,0,0,0,1,1.9332,-0.0081,1,48.5,2,0.0,0.0,0.0,0,0,14,15,29,0.0,0,0,0,0
106,4924,3009,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9809,0.0477,2,45.3,2,0.0,0.0,0.0,0,0,11,14,25,0.0,0,0,0,0
107,4923,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,0.0043,2,48.4,1,0.0,0.0,0.0,0,0,16,16,32,0.0,0,0,0,0
108,4923,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.982,-0.0032,1,47.3,1,0.0,0.0,0.0,0,0,12,13,25,0.0,0,0,0,0
109,4923,3064,1,0,1,4,2.0,1,0,0,0,0,0,0,0,1,1.9735,-0.0085,1,47.8,1,0.0,0.0,0.0,0,0,12,13,25,0.0,0,1,0,0
110,4922,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9598,-0.0137,1,47.2,1,0.0,0.0,0.0,0,0,12,15,27,0.0,0,0,0,0
111,4922,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9125,-0.0473,1,47.1,1,0.0,0.0,0.0,0,0,12,15,27,0.0,0,0,0,0
112,4921,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8391,-0.0735,1,48.4,1,0.0,0.0,0.0,0,0,12,15,27,0.0,0,0,0,0
113,4920,3051,1,0,1,5,0.2,1,0,0,0,0,0,0,0,0,1.9259,0.0868,1,46.3,1,0.0,0.0,0.0,0,0,10,13,23,0.0,0,0,0,0
114,4918,2944,2,0,2,4,1.3333,1,0,0,0,0,0,0,0,3,1.9363,0.0104,1,48.4,1,0.0,0.0,0.0,0,0,12,17,29,0.0,0,0,0,0
115,4918,3085,3,0,3,5,0.48,2,0,0,0,0,0,0,0,1,1.9539,0.0176,2,47.4,2,0.0,0.0,0.2812,0,0,12,18,30,0.0,0,0,0,0
116,4917,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9774,0.0235,2,49.4,2,0.0,0.0,0.3214,0,0,20,27,47,0.0,0,0,0,0
117,4915,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9544,-0.023,1,46.6,2,0.0,0.0,0.375,0,0,13,22,35,0.0,0,0,0,0
118,4915,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,-0.0469,1,46.4,2,0.0,0.0,0.375,0,0,13,22,35,0.0,0,0,0,0
119,4913,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8788,-0.0287,1,48.1,2,0.0,0.0,0.375,0,0,13,22,35,0.0,0,0,0,0
120,4911,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8248,-0.054,1,46.0,2,0.0,0.0,0.45,0,0,13,20,33,0.0,0,0,0,0
121,4911,3024,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,3,1.9899,0.1651,1,48.0,2,0.0,0.0,0.3214,0,0,13,20,33,0.0,0,0,0,0
122,4910,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0114,1,45.5,2,0.0,0.0,0.3214,0,0,21,23,44,0.0,0,0,0,0
123,4910,2921,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.9911,0.0126,1,47.5,2,0.0,0.0,0.25,0,0,21,23,44,0.0,0,1,0,0
124,4909,3033,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9698,-0.0212,1,46.3,2,0.0,0.0,0.25,0,0,23,23,46,0.0,0,0,0,0
125,4909,3050,1,0,1,4,0.2857,1,0,0,0,0,0,0,0,3,1.9698,0.0,2,46.9,2,0.0,0.0,0.25,0,0,22,24,46,0.0,0,0,0,0
